0,41.25612494,81.31705303,38.91925294,60.39573215,70.41857677,64.52118305
1,41.25612494,81.31705303,38.91925294,60.39573215,70.41857677,64.52118305
2,41.25612494,81.31705303,38.91925294,60.39573215,70.41857677,64.52118305
3,41.25612494,81.31705303,38.91925294,60.39573215,70.41857677,64.52118305
4,41.25612494,81.31705303,38.91925294,60.39573215,70.41857677,64.52118305
5,41.25612494,81.31705303,38.91925294,60.39573215,70.41857677,64.52118305
6,41.25612494,81.34012494,38.91925294,60.39573215,70.41857677,64.52118305
7,41.25612494,81.38061591,38.91925294,60.39573215,70.41857677,64.52118305
8,41.25612494,81.38061591,38.91925294,60.39573215,75.01142336,64.52118305
9,41.25612494,85.77281473,38.91925294,60.39573215,75.62339877,64.52118305
10,41.25612494,88.00439172,38.91925294,60.39573215,76.7646288,64.52118305
11,41.25612494,90.0075374,38.91925294,60.39573215,78.91151091,64.52118305
12,41.25612494,90.28942939,38.91925294,60.39573215,80.56128305,64.52118305
13,41.25612494,90.71304473,38.91925294,60.39573215,81.83353842,64.52118305
14,41.25612494,92.0081297,38.91925294,60.39573215,82.78955027,64.52118305
15,41.25612494,92.55321066,38.91925294,60.39573215,84.45825958,64.52118305
16,41.25612494,93.22692854,38.91925294,60.39573215,86.25590224,64.52118305
17,42.51421215,93.48063247,38.91925294,60.39573215,88.09926235,64.52118305
18,54.7483441,93.90203522,38.91925294,60.39573215,89.39654983,64.52118305
19,59.43800275,94.4112921,38.91925294,60.39573215,90.80402941,64.52118305
20,64.08498411,94.83707037,38.91925294,60.39573215,91.68182869,64.52118305
21,67.50374085,94.98033969,38.91925294,60.39573215,92.46103671,64.52118305
22,70.51497317,95.21754301,38.91925294,60.39573215,93.01699706,64.52118305
23,76.02114977,95.43794553,38.91925294,60.39573215,93.95174398,64.52118305
24,79.92220195,95.71509565,38.91925294,60.39573215,94.58608362,64.52118305
25,82.47860747,95.91953037,38.91925294,60.39573215,94.87847629,64.52118305
26,83.86998385,96.10645077,38.91925294,60.39573215,95.2039139,64.52118305
27,84.83703136,96.58676863,38.91925294,60.39573215,95.45399479,64.52118305
28,86.29005625,96.78190282,38.91925294,60.39573215,95.76316236,64.52118305
29,87.638392,97.12687299,38.91925294,60.39573215,96.13721734,64.52118305
30,89.24231962,97.24910023,38.91925294,60.39573215,96.35246086,64.52118305
31,89.94208323,97.41409165,38.91925294,60.39573215,96.50614151,64.52118305
32,91.61182365,97.73320885,38.91925294,60.39573215,96.72624958,64.52118305
33,92.49152363,98.07455368,38.91925294,60.39573215,96.89878958,64.52118305
34,92.84520871,98.17656377,38.91925294,60.39573215,97.03766207,64.52118305
35,93.5624371,98.30368567,38.91925294,60.39573215,97.20075173,64.52118305
36,94.15422869,98.41359321,38.91925294,70.02386312,97.3110259,70.95826063
37,94.71727737,98.53358586,38.91925294,74.67181683,97.44016017,73.23348616
38,95.19239812,98.7806941,38.91925294,82.89716596,97.75992619,74.16412224
39,95.8566096,98.85876677,38.91925294,85.67932558,98.08943469,75.15915313
40,96.2189106,98.86769919,38.91925294,89.52187573,98.58801478,78.78303926
41,96.86611934,98.88101679,38.91925294,90.57545206,98.81498961,81.48571566
42,97.26078147,98.92912034,38.91925294,91.51179725,98.97640079,84.06358804
43,97.37452859,98.96499373,38.91925294,92.24943345,99.09967479,85.29919143
44,97.49142114,98.96652273,38.91925294,94.06171783,99.18892739,87.61499231
45,97.71039819,98.97398029,38.91925294,95.47768498,99.26780578,89.35601428
46,98.02708946,98.98510113,38.91925294,96.0072128,99.3236012,92.82595918
47,98.16384574,99.00251335,38.91925294,96.04345098,99.3472249,93.50232707
48,98.33423286,99.03534672,38.91925294,96.89461316,99.39598111,93.64605175
49,98.40219271,99.04327826,38.91925294,97.04149094,99.4011578,93.88856562
50,98.49400245,99.06621559,38.91925294,97.07126073,99.42860916,94.60265807
